$L_{REGCOIL}$,$L^*_{\nabla \vec{B}}$,$L_{\vec{B} \cdot \nabla \vec{B}}$,$L_{\nabla |B|}$,$L_{\max \sigma}$,$L_{\sigma}$,$L_{fsab}$
5.491919922221941,3.0761506542122636,1.9078814251371168,2.605763772846188,2.367319169785451,3.0761506542122636,1.4773228141514065
8.80540074920464,3.9777046460038568,2.315234087551647,3.445086787691809,3.1544063077716946,3.9777046460038568,2.073828219307504
3.7423688006619087,2.930438683994528,2.5131358696434574,2.5067713997475396,2.865067406367332,2.9304386839945273,1.2995283831465034
4.955205718727847,4.1082012126509655,3.922876564622314,3.785008038642864,3.817365096988065,4.1082012126509655,2.11159446013597
11.415424060106092,3.582075487725342,3.4011827375206143,3.668997845046932,2.9584286889585627,3.582075487725342,2.074071317286443
22.31660448591909,15.828235664470943,12.819730386406183,13.766000532464316,14.239030844807727,15.828235664470945,9.094032782668698
2.5267320791848493,1.9474726786713605,1.1388722749806994,1.7319459772989398,1.6894189757508429,1.9474726786713603,0.7641876547036749
4.042271207288384,2.4148560574341085,1.4985915872680557,1.892748485268163,2.061077008277813,2.4148560574341085,1.1551584488736897
2.241123895754838,1.8556412245417402,1.4417698940309893,1.423652422925622,1.74188187348554,1.85564122454174,0.7518697456099672
4.057810538771956,2.4438030792180814,1.7258760112295897,1.956263465284548,2.117924822061825,2.4438030792180814,1.1239267223063059
4.119180838380414,2.4058815807206146,1.5264092105014755,1.878336332959111,2.0342797509964874,2.405881580720614,1.1675279261767035
2.584629519385759,2.1419304664611376,1.4288852627979416,1.9124207806629168,1.9160347722611153,2.141930466461137,0.9300532786534029
5.6658334286377645,2.9798653736371237,2.5067264314434854,2.5087250556726013,2.4889362036207383,2.979865373637123,1.388053490858809
7.3569791713279145,4.844089917979089,3.4280860079618747,4.122072406670456,4.778575242242145,4.844089917979089,2.429834912974566
7.2813193195468635,4.751356018131273,4.109315805875899,3.994802676191324,4.6012276158748096,4.751356018131272,2.397938869303006
11.128993242004457,7.174259542886307,5.293134695050441,6.393507021356398,7.1305050576640285,7.174259542886306,3.76274772693906
1.9048252807252886,1.586769216866551,1.0928146299191195,1.2379226461244697,1.4776562275755714,1.5867692168665508,0.5790421786124695
2.6222586704213433,2.1515725862886286,1.467636731252804,1.9042781106930013,1.9504940040850858,2.1515725862886286,0.9358038798134841
2.4653156786750174,1.337319014380884,0.7279568752530818,1.2226394061193122,1.034436568746061,1.337319014380884,0.554620830032712
26.26403144707415,13.568202066058587,10.503614811511385,12.227092964122955,12.333282791179181,13.56820206605859,7.746545192985651
17.550002429033814,7.705311352313959,5.157413771591862,6.783937099400623,7.018229200376479,7.705311352313961,4.170733111865863
25.942692503801002,12.72867007703253,9.820667971050652,11.923036413756481,11.080245745570403,12.72867007703253,7.341667167545661
3.9887342971839765,2.0851896588749645,1.2545105626625401,1.8107293777053346,1.5582250625826517,2.085189658874964,1.000283255011542
4.01186397183212,2.4188497784165013,1.5030695069889857,1.9133516470549883,2.057666855014649,2.4188497784165013,1.146094453875417
2.7180767658615275,2.105514752564859,1.5568510165502358,1.7801481995174773,1.8621412348055657,2.105514752564859,0.94255865912386
2.561694352703478,2.1620294216596454,1.5315607390767312,1.9208100510237935,2.000176766379186,2.162029421659646,0.9107484525299188
3.7067836144018704,2.8419390624176946,1.95293581745973,2.562176369652237,2.579031110498822,2.8419390624176946,1.3464924121788395
3.7146861071605137,2.8234382639004405,2.3530055815927153,2.5582924890418406,2.5537200587102977,2.8234382639004405,1.3390349465485427
4.056561136689827,2.3547029079000166,1.4592930854339432,1.87936595318485,1.9521054145451122,2.354702907900016,1.1051926687348692
24.43793817269133,13.627294729458011,12.913966062912236,10.682621803440963,12.425281744142906,13.627294729458011,8.645221827676295
3.7549853217900635,2.221099190144808,1.4887562901602107,1.8616127428287133,1.8016846055680558,2.221099190144808,0.9695018822729077
4.134823454680957,2.210038676740928,1.453745164400998,2.0031892667540165,1.8332443550973163,2.2100386767409277,0.930809608004197
7.367736308583332,4.734457510051491,3.3940114518109543,3.910597384462026,4.547845089125511,4.734457510051492,2.3779558857888494
9.078959552721326,4.485518721492203,3.2607330300948862,3.574676659374339,4.184474548522707,4.485518721492204,2.418348749074474
1.9232640134913626,1.5628437109316422,1.1858131196827015,1.2553776882401353,1.5286774366517288,1.5628437109316422,0.5631071156944246
3.5014415268950625,2.452915540961745,1.457523351353955,2.0090784590139688,2.1911935427156193,2.4529155409617456,1.079479071516237
2.2003553832965146,1.6669677633544402,1.0826344208034537,1.3319207540141746,1.4310270411818737,1.66696776335444,0.7022848369561595
3.927625123928843,2.513887838880019,1.9456853623826138,2.019822365883828,2.214410617958802,2.5138878388800197,1.1528205497919353
4.096969804002597,2.4393457511949412,1.6045670280146205,1.9042660844884465,2.0849025602406486,2.4393457511949412,1.1803353559702097
5.5783004466221735,3.2803370291556257,1.986980354162068,2.577524136212559,2.8687153493403383,3.280337029155626,1.6379697773808595
4.007224738340725,2.2603253927756164,1.5302712562737226,1.8339543209241527,1.8426943924959054,2.2603253927756164,1.047894862625213
2.602353694377858,2.151715968586455,1.517691111274121,1.9218874620169424,1.9767692994824944,2.151715968586455,0.9170256320148474
3.7851331113714117,3.0834434555132435,2.13769967928172,2.612229249186351,2.921822765482733,3.083443455513243,1.4346072083819763
3.0452542528701447,1.8163139218280036,1.1843015902943865,1.4897263865253243,1.4833170809725191,1.8163139218280036,0.821401226097227
3.636968596485677,3.0027673022665864,2.3044944028507133,2.468174286308914,2.73872362687235,3.002767302266587,1.395710421773172
2.4815154757029116,1.6675685979851282,1.090228286174001,1.3271310539105936,1.4718433263251833,1.6675685979851287,0.7072610702879171
4.143386479709564,2.3260860374755548,1.7372590864729764,1.758369027543683,2.0645453028974887,2.3260860374755543,1.0132943755641015
2.471928246542275,1.3253959280596803,0.7013940285477012,1.2492961394477518,1.0091043957196544,1.3253959280596805,0.5638231702773718
2.142014022286032,1.6745764745632097,1.2388529941889979,1.4336182976362974,1.4720416687557671,1.6745764745632095,0.6556368668170469
2.750195839604369,2.1033570311641205,1.527682633505812,1.765009040158532,1.8413659821628625,2.10335703116412,0.9546134321242424
3.719642666119549,2.871304783259535,1.9472056399822781,2.5281958300852136,2.632300057476104,2.871304783259534,1.3644170984592836
5.449905772216104,2.6607283858507076,1.5905964538910073,2.2322589623142215,1.9980832542999267,2.660728385850708,1.307790279186278
2.6966169033931497,2.1062274595843773,1.3824984239979592,1.797787084500067,1.8684615128119135,2.106227459584377,0.9364762563493002
25.28591480919387,13.892223458730973,13.106666900994954,10.97800578544582,12.317166763553413,13.892223458730973,8.138883077210082
7.409473441108416,4.731757744530811,3.3397863221021327,3.9912660296838447,4.577892815288398,4.73175774453081,2.3989101507775947
1.7377749041521506,1.2385189252547064,0.9167621925843169,0.9912230849885855,1.1300451353540955,1.2385189252547064,0.43579791519159483
2.1058343687779377,1.6045611871918746,1.1576892722463026,1.2730536298686634,1.532356915445643,1.6045611871918741,0.5928552423108002
1.792726540285618,1.390749217572894,1.022253816059065,1.0594345097442874,1.298167126677479,1.390749217572894,0.4994027197338148
2.838991810135002,2.094876919712292,1.3397968062546532,1.760035942135284,1.8353970607075278,2.094876919712292,0.9478501352510967
5.527697639483129,3.5358220292800273,2.240072489366009,3.054315991217789,3.2463202432966836,3.5358220292800264,1.6794364466012348
5.174041726882783,3.261572184345579,2.591691137182618,2.778617538438114,2.889890546132223,3.261572184345579,1.5235632296624586
4.785715395550489,3.595363016574322,2.9483657327487647,2.6975349394181025,3.299499906653818,3.5953630165743213,1.702550337043861
2.3572052985720484,1.8199448599823778,1.2285768088568696,1.453940590466213,1.6909468704793063,1.8199448599823773,0.6707715215483055
2.6013279626011068,2.1259957133363505,1.4828293893384155,1.8802718879183764,1.9433436876510641,2.12599571333635,0.9143828905917839
